Semana,Almacen,Producto,Cantidad
2021-02-01,025,B042321,2.0
2021-06-07,122,B050190,1.0
2021-01-04,018,B051904,3.0
2021-01-04,025,B051904,6.0
2021-01-04,007,B051904,1.0
2021-01-04,007,B051904,1.0
2021-01-11,025,B051904,1.0
2021-01-11,011,B051904,4.0
2021-01-11,003,B051904,3.0
2021-01-18,007,B051904,4.0
2021-01-18,011,B051904,2.0
2021-01-18,011,B051904,1.0
2021-01-18,011,B051904,4.0
2021-01-18,025,B051904,9.0
2021-01-25,025,B051904,7.0
2021-01-25,202,B051904,1.0
2021-01-25,011,B051904,2.0
2021-01-25,025,B051904,5.0
2021-01-25,018,B051904,1.0
2021-02-01,015,B051904,3.0
2021-02-01,015,B051904,2.0
2021-02-01,025,B051904,4.0
2021-02-01,025,B051904,6.0
2021-02-01,011,B051904,1.0
2021-02-08,025,B051904,4.0
2021-02-08,025,B051904,14.0
2021-02-08,007,B051904,1.0
2021-02-15,007,B051904,2.0
2021-02-15,010,B051904,5.0
2021-02-15,007,B051904,3.0
2021-02-15,011,B051904,2.0
2021-02-22,025,B051904,3.0
2021-02-22,025,B051904,1.0
2021-02-22,025,B051904,5.0
2021-02-22,202,B051904,2.0
2021-02-22,007,B051904,2.0
2021-02-22,025,B051904,2.0
2021-03-01,010,B051904,3.0
2021-03-01,202,B051904,6.0
2021-03-01,ALM,B051904,4.0
2021-03-01,025,B051904,2.0
2021-03-01,023,B051904,4.0
2021-03-08,011,B051904,2.0
2021-03-08,010,B051904,2.0
2021-03-08,003,B051904,3.0
2021-03-08,023,B051904,1.0
2021-03-08,011,B051904,1.0
2021-03-15,025,B051904,5.0
2021-03-15,124,B051904,10.0
2021-03-15,007,B051904,4.0
2021-03-15,025,B051904,3.0
2021-03-15,025,B051904,2.0
2021-03-22,007,B051904,2.0
2021-03-22,015,B051904,1.0
2021-03-22,007,B051904,2.0
2021-03-22,025,B051904,2.0
2021-03-22,007,B051904,2.0
2021-03-29,003,B051904,5.0
2021-03-29,202,B051904,1.0
2021-03-29,202,B051904,1.0
2021-04-05,007,B051904,2.0
2021-04-05,028,B051904,3.0
2021-04-05,025,B051904,7.0
2021-04-05,028,B051904,6.0
2021-04-05,028,B051904,2.0
2021-04-12,202,B051904,1.0
2021-04-12,028,B051904,2.0
2021-04-12,010,B051904,1.0
2021-04-12,010,B051904,4.0
2021-04-19,007,B051904,4.0
2021-04-19,223,B051904,1.0
2021-04-19,028,B051904,3.0
2021-04-19,003,B051904,2.0
2021-04-26,007,B051904,10.0
2021-04-26,028,B051904,8.0
2021-04-26,028,B051904,7.0
2021-04-26,028,B051904,10.0
2021-04-26,003,B051904,11.0
2021-04-26,007,B051904,2.0
2021-05-03,007,B051904,1.0
2021-05-03,010,B051904,1.0
2021-05-03,028,B051904,7.0
2021-05-03,003,B051904,9.0
2021-05-03,025,B051904,5.0
2021-05-10,028,B051904,5.0
2021-05-10,124,B051904,6.0
2021-05-10,028,B051904,6.0
2021-05-10,010,B051904,8.0
2021-05-10,028,B051904,2.0
2021-05-17,011,B051904,1.0
2021-05-17,028,B051904,2.0
2021-05-17,122,B051904,4.0
2021-05-17,028,B051904,7.0
2021-05-17,028,B051904,4.0
2021-05-17,007,B051904,2.0
2021-05-24,023,B051904,1.0
2021-05-24,007,B051904,9.0
2021-05-24,010,B051904,6.0
2021-05-24,202,B051904,4.0
2021-05-24,011,B051904,16.0
2021-05-24,007,B051904,1.0
2021-05-31,025,B051904,2.0
2021-05-31,028,B051904,2.0
2021-05-31,028,B051904,2.0
2021-05-31,023,B051904,2.0
2021-05-31,025,B051904,6.0
2021-06-07,028,B051904,7.0
2021-06-07,028,B051904,3.0
2021-06-07,028,B051904,4.0
2021-06-07,025,B051904,5.0
2021-06-07,025,B051904,4.0
2021-06-14,007,B051904,6.0
2021-06-14,124,B051904,3.0
2021-06-14,010,B051904,2.0
2021-06-14,028,B051904,9.0
2021-06-21,010,B051904,3.0
2021-06-21,007,B051904,13.0
2021-06-21,025,B051904,7.0
2021-06-21,011,B051904,2.0
2021-06-28,025,B051904,4.0
2021-06-28,007,B051904,2.0
2021-06-28,202,B051904,2.0
2021-06-28,025,B051904,8.0
2021-06-28,025,B051904,1.0
2021-07-05,007,B051904,4.0
2021-07-05,202,B051904,11.0
2021-07-05,122,B051904,1.0
2021-07-05,124,B051904,4.0
2021-07-12,124,B051904,1.0
2021-07-12,202,B051904,2.0
2021-07-12,010,B051904,4.0
2021-07-12,025,B051904,4.0
2021-07-12,025,B051904,4.0
2021-07-19,007,B051904,2.0
2021-07-19,007,B051904,3.0
2021-07-19,202,B051904,3.0
2021-07-26,025,B051904,2.0
2021-07-26,025,B051904,1.0
2021-07-26,124,B051904,2.0
2021-07-26,124,B051904,1.0
2021-07-26,010,B051904,1.0
2021-08-02,025,B051904,4.0
2021-08-02,124,B051904,4.0
2021-08-02,011,B051904,2.0
2021-08-02,011,B051904,1.0
2021-08-02,015,B051904,1.0
2021-08-09,124,B051904,4.0
2021-08-09,202,B051904,4.0
2021-08-09,026,B051904,2.0
2021-08-09,202,B051904,3.0
2021-08-16,015,B051904,5.0
2021-08-16,011,B051904,5.0
2021-08-16,025,B051904,5.0
2021-08-16,025,B051904,1.0
2021-08-23,007,B051904,2.0
2021-08-23,025,B051904,2.0
2021-08-23,025,B051904,1.0
2021-08-23,010,B051904,1.0
2021-08-30,025,B051904,2.0
2021-08-30,011,B051904,4.0
2021-08-30,011,B051904,1.0
2021-08-30,011,B051904,1.0
2021-09-06,011,B051904,1.0
2021-09-06,011,B051904,3.0
2021-09-13,019,B051904,2.0
2021-09-13,019,B051904,1.0
2021-09-13,124,B051904,3.0
2021-09-13,010,B051904,1.0
2021-09-20,025,B051904,2.0
2021-09-20,202,B051904,2.0
2021-09-20,202,B051904,1.0
2021-09-20,011,B051904,1.0
2021-09-20,010,B051904,6.0
2021-09-27,003,B051904,1.0
2021-09-27,202,B051904,1.0
2021-09-27,124,B051904,3.0
2021-09-27,019,B051904,9.0
2021-09-27,123,B051904,1.0
2021-10-04,011,B051904,2.0
2021-10-04,025,B051904,2.0
2021-10-04,124,B051904,2.0
2021-10-04,003,B051904,2.0
2021-10-04,011,B051904,7.0
2021-10-11,025,B051904,4.0
2021-10-11,011,B051904,9.0
2021-10-11,007,B051904,4.0
2021-10-11,124,B051904,5.0
2021-10-18,011,B051904,4.0
2021-10-18,003,B051904,4.0
2021-10-18,011,B051904,8.0
2021-10-18,011,B051904,4.0
2021-10-18,003,B051904,1.0
2021-10-25,202,B051904,2.0
2021-10-25,202,B051904,2.0
2021-10-25,202,B051904,3.0
2021-11-01,010,B051904,1.0
2021-11-01,202,B051904,1.0
2021-11-01,023,B051904,1.0
2021-11-08,202,B051904,1.0
2021-11-15,202,B051904,1.0
2021-11-15,023,B051904,1.0
2021-11-15,025,B051904,2.0
2021-11-22,alm,B051904,2.0
2021-11-22,007,B051904,2.0
2021-11-22,007,B051904,4.0
2021-11-29,124,B051904,2.0
2021-11-29,010,B051904,1.0
2021-11-29,023,B051904,1.0
2021-11-29,011,B051904,4.0
2021-11-29,202,B051904,2.0
2021-12-06,007,B051904,5.0
2021-12-06,025,B051904,4.0
2021-12-13,019,B051904,7.0
2021-12-13,023,B051904,1.0
2021-12-13,025,B051904,3.0
2021-12-20,202,B051904,4.0
2021-12-20,023,B051904,6.0
2021-12-20,202,B051904,1.0
2021-12-27,025,B051904,1.0
2021-12-27,007,B051904,4.0
2021-01-18,ALM,B051905,1.0
2021-01-25,ALM,B051905,5.0
2021-02-01,ALM,B051905,14.0
2021-02-22,ALM,B051905,25.0
2021-02-22,ALM,B051905,3.0
2021-03-01,ALM,B051905,3.0
2021-03-01,ALM,B051905,50.0
2021-03-01,ALM,B051905,11.0
2021-03-01,ALM,B051905,17.0
2021-03-08,ALM,B051905,11.0
2021-03-08,ALM,B051905,11.0
2021-03-08,ALM,B051905,40.0
2021-03-15,ALM,B051905,2.0
2021-03-15,ALM,B051905,13.0
2021-03-22,ALM,B051905,11.0
2021-03-22,ALM,B051905,3.0
2021-04-05,ALM,B051905,18.0
2021-04-12,ALM,B051905,3.0
2021-04-12,ALM,B051905,7.0
2021-04-12,ALM,B051905,4.0
2021-04-19,ALM,B051905,22.0
2021-04-19,ALM,B051905,5.0
2021-04-19,ALM,B051905,8.0
2021-04-26,ALM,B051905,4.0
2021-04-26,ALM,B051905,29.0
2021-04-26,ALM,B051905,3.0
2021-05-03,ALM,B051905,7.0
2021-05-03,ALM,B051905,6.0
2021-05-03,ALM,B051905,2.0
2021-05-10,ALM,B051905,6.0
2021-05-10,ALM,B051905,11.0
2021-05-10,ALM,B051905,9.0
2021-05-10,ALM,B051905,3.0
2021-05-17,ALM,B051905,24.0
2021-05-24,ALM,B051905,38.0
2021-05-31,ALM,B051905,13.0
2021-05-31,ALM,B051905,2.0
2021-05-31,ALM,B051905,2.0
2021-06-07,ALM,B051905,6.0
2021-06-14,ALM,B051905,2.0
2021-06-14,ALM,B051905,13.0
2021-06-14,ALM,B051905,1.0
2021-06-14,ALM,B051905,3.0
2021-06-21,ALM,B051905,7.0
2021-06-28,ALM,B051905,4.0
2021-06-28,ALM,B051905,1.0
2021-07-05,ALM,B051905,19.0
2021-07-12,ALM,B051905,10.0
2021-07-12,ALM,B051905,10.0
2021-07-19,ALM,B051905,3.0
2021-07-19,ALM,B051905,2.0
2021-07-26,ALM,B051905,5.0
2021-09-06,ALM,B051905,1.0
2021-09-20,ALM,B051905,3.0
2021-09-27,ALM,B051905,41.0
2021-09-27,ALM,B051905,132.0
2021-10-11,ALM,B051905,4.0
2021-10-25,ALM,B051905,7.0
2021-10-25,ALM,B051905,35.0
2021-11-01,ALM,B051905,4.0
2021-11-01,ALM,B051905,30.0
2021-11-08,ALM,B051905,20.0
2021-11-15,ALM,B051905,1.0
2021-11-22,ALM,B051905,20.0
2021-11-29,ALM,B051905,13.0
2021-11-29,ALM,B051905,4.0
2021-12-20,ALM,B051905,13.0
2021-02-22,ALM,B051906,2.0
2021-05-17,018,B051906,16.0
2021-06-28,ALM,B051906,28.0
2021-09-27,ALM,B051906,70.0
2021-11-08,ALM,B051906,22.0
2021-12-20,ALM,B051906,11.0
2021-02-15,ALM,B051908,1.0
2021-02-22,ALM,B051908,1.0
2021-02-22,ALM,B051908,1.0
2021-03-01,ALM,B051908,2.0
2021-03-01,ALM,B051908,1.0
2021-03-08,ALM,B051908,3.0
2021-03-08,ALM,B051908,2.0
2021-03-15,ALM,B051908,1.0
2021-03-22,ALM,B051908,1.0
2021-03-29,ALM,B051908,2.0
2021-04-05,ALM,B051908,1.0
2021-05-10,ALM,B051908,1.0
2021-05-10,ALM,B051908,1.0
2021-05-17,ALM,B051908,2.0
2021-05-31,ALM,B051908,1.0
2021-05-31,ALM,B051908,1.0
2021-06-07,ALM,B051908,1.0
2021-06-14,ALM,B051908,1.0
2021-07-12,ALM,B051908,1.0
2021-07-26,ALM,B051908,1.0
2021-08-02,ALM,B051908,1.0
2021-09-27,ALM,B051908,3.0
2021-11-08,ALM,B051908,1.0
2021-11-22,ALM,B051908,1.0
2021-11-29,ALM,B051908,1.0
2021-02-15,ALM,B051909,1.0
2021-02-15,ALM,B051909,1.0
2021-02-22,ALM,B051909,1.0
2021-03-01,ALM,B051909,1.0
2021-03-01,ALM,B051909,1.0
2021-03-15,ALM,B051909,2.0
2021-03-22,ALM,B051909,1.0
2021-03-22,ALM,B051909,1.0
2021-03-22,ALM,B051909,1.0
2021-03-29,ALM,B051909,1.0
2021-03-29,ALM,B051909,1.0
2021-04-05,ALM,B051909,2.0
2021-04-12,ALM,B051909,1.0
2021-04-12,ALM,B051909,1.0
2021-04-12,ALM,B051909,1.0
2021-04-19,ALM,B051909,1.0
2021-04-19,ALM,B051909,1.0
2021-04-26,ALM,B051909,2.0
2021-05-03,ALM,B051909,1.0
2021-05-03,ALM,B051909,2.0
2021-05-03,ALM,B051909,2.0
2021-05-10,ALM,B051909,1.0
2021-05-10,ALM,B051909,3.0
2021-05-17,ALM,B051909,2.0
2021-05-17,ALM,B051909,1.0
2021-05-17,ALM,B051909,1.0
2021-05-31,ALM,B051909,5.0
2021-06-07,ALM,B051909,1.0
2021-06-07,ALM,B051909,0.0
2021-06-07,ALM,B051909,1.0
2021-06-07,ALM,B051909,2.0
2021-06-14,ALM,B051909,5.0
2021-06-14,ALM,B051909,2.0
2021-06-21,ALM,B051909,5.0
2021-06-28,ALM,B051909,2.0
2021-06-28,ALM,B051909,2.0
2021-07-05,ALM,B051909,2.0
2021-07-05,ALM,B051909,1.0
2021-07-12,ALM,B051909,1.0
2021-07-12,ALM,B051909,1.0
2021-08-02,ALM,B051909,1.0
2021-08-02,ALM,B051909,2.0
2021-09-06,ALM,B051909,1.0
2021-09-27,ALM,B051909,1.0
2021-10-25,ALM,B051909,1.0
2021-11-01,ALM,B051909,2.0
2021-12-13,ALM,B051909,1.0
2021-01-04,019,B051911,4.0
2021-01-18,023,B051911,1.0
2021-01-25,023,B051911,1.0
2021-01-25,019,B051911,2.0
2021-02-01,023,B051911,1.0
2021-02-08,019,B051911,3.0
2021-02-08,026,B051911,1.0
2021-02-15,019,B051911,2.0
2021-02-22,ALM,B051911,1.0
2021-03-01,019,B051911,1.0
2021-03-08,019,B051911,2.0
2021-03-08,019,B051911,3.0
2021-03-15,023,B051911,1.0
2021-03-15,019,B051911,2.0
2021-03-22,019,B051911,1.0
2021-03-29,019,B051911,4.0
2021-03-29,023,B051911,2.0
2021-04-12,023,B051911,1.0
2021-04-12,023,B051911,2.0
2021-04-26,023,B051911,1.0
2021-04-26,ALM,B051911,2.0
2021-04-26,023,B051911,1.0
2021-05-03,023,B051911,1.0
2021-05-03,023,B051911,1.0
2021-05-10,023,B051911,2.0
2021-05-10,023,B051911,1.0
2021-05-17,019,B051911,2.0
2021-05-24,023,B051911,1.0
2021-05-24,023,B051911,3.0
2021-05-31,019,B051911,1.0
2021-05-31,023,B051911,1.0
2021-05-31,023,B051911,2.0
2021-05-31,023,B051911,1.0
2021-06-07,023,B051911,1.0
2021-06-07,023,B051911,1.0
2021-06-07,023,B051911,1.0
2021-06-07,023,B051911,1.0
2021-06-14,023,B051911,1.0
2021-06-14,023,B051911,3.0
2021-06-14,023,B051911,3.0
2021-06-21,023,B051911,1.0
2021-06-21,019,B051911,1.0
2021-06-28,019,B051911,1.0
2021-06-28,023,B051911,1.0
2021-07-05,023,B051911,1.0
2021-07-12,023,B051911,2.0
2021-07-12,023,B051911,1.0
2021-07-12,023,B051911,2.0
2021-07-19,023,B051911,1.0
2021-07-19,023,B051911,1.0
2021-07-19,023,B051911,2.0
2021-07-26,023,B051911,1.0
2021-07-26,023,B051911,1.0
2021-07-26,023,B051911,1.0
2021-07-26,023,B051911,1.0
2021-08-02,019,B051911,2.0
2021-08-02,023,B051911,2.0
2021-08-09,023,B051911,2.0
2021-08-09,023,B051911,1.0
2021-08-16,023,B051911,1.0
2021-08-16,023,B051911,1.0
2021-08-23,alm,B051911,2.0
2021-08-30,019,B051911,2.0
2021-09-06,023,B051911,1.0
2021-09-13,019,B051911,3.0
2021-09-13,019,B051911,1.0
2021-09-27,023,B051911,1.0
2021-09-27,019,B051911,6.0
2021-09-27,123,B051911,1.0
2021-10-04,019,B051911,2.0
2021-10-04,019,B051911,1.0
2021-10-04,019,B051911,1.0
2021-10-11,019,B051911,1.0
2021-10-11,019,B051911,2.0
2021-10-11,023,B051911,1.0
2021-11-01,023,B051911,1.0
2021-11-08,019,B051911,8.0
2021-11-15,019,B051911,1.0
2021-11-15,023,B051911,1.0
2021-11-22,019,B051911,1.0
2021-11-22,019,B051911,1.0
2021-11-29,023,B051911,1.0
2021-11-29,023,B051911,1.0
2021-12-13,019,B051911,6.0
2021-12-13,023,B051911,2.0
2021-12-13,023,B051911,1.0
2021-12-20,019,B051911,2.0
2021-12-27,019,B051911,4.0
2021-03-29,alm,B051912,1.0
2021-04-05,ALM,B051914,1.0
2021-04-19,ALM,B051914,1.0
2021-05-24,ALM,B051914,5.0
2021-06-14,ALM,B051914,5.0
2021-08-09,ALM,B051914,4.0
2021-09-27,ALM,B051914,1.0
2021-01-04,032,B051915,1.0
2021-01-04,019,B051915,1.0
2021-01-11,025,B051915,2.0
2021-01-11,011,B051915,2.0
2021-01-11,011,B051915,2.0
2021-01-18,011,B051915,1.0
2021-01-25,018,B051915,2.0
2021-01-25,011,B051915,2.0
2021-01-25,011,B051915,2.0
2021-02-01,028,B051915,2.0
2021-02-01,025,B051915,1.0
2021-02-08,025,B051915,1.0
2021-02-08,025,B051915,2.0
2021-02-15,007,B051915,1.0
2021-02-15,007,B051915,4.0
2021-02-22,124,B051915,3.0
2021-02-22,alm,B051915,4.0
2021-02-22,023,B051915,3.0
2021-03-01,010,B051915,1.0
2021-03-01,003,B051915,1.0
2021-03-01,alm,B051915,3.0
2021-03-01,011,B051915,2.0
2021-03-08,011,B051915,1.0
2021-03-15,010,B051915,1.0
2021-03-15,025,B051915,1.0
2021-03-15,025,B051915,1.0
2021-03-22,015,B051915,2.0
2021-03-22,007,B051915,2.0
2021-03-29,010,B051915,2.0
2021-03-29,alm,B051915,2.0
2021-04-05,011,B051915,2.0
2021-04-05,025,B051915,2.0
2021-04-05,028,B051915,1.0
2021-04-05,028,B051915,2.0
2021-04-12,010,B051915,1.0
2021-04-19,028,B051915,1.0
2021-04-26,028,B051915,6.0
2021-04-26,026,B051915,3.0
2021-04-26,028,B051915,4.0
2021-04-26,028,B051915,2.0
2021-04-26,007,B051915,2.0
2021-05-03,011,B051915,1.0
2021-05-10,011,B051915,1.0
2021-05-10,025,B051915,2.0
2021-05-10,028,B051915,1.0
2021-05-17,007,B051915,3.0
2021-05-17,011,B051915,1.0
2021-05-17,011,B051915,1.0
2021-05-24,015,B051915,4.0
2021-05-24,028,B051915,1.0
2021-05-31,025,B051915,1.0
2021-05-31,028,B051915,1.0
2021-06-07,025,B051915,1.0
2021-06-07,028,B051915,2.0
2021-06-14,028,B051915,1.0
2021-06-21,025,B051915,1.0
2021-06-21,025,B051915,2.0
2021-06-21,011,B051915,1.0
2021-07-12,023,B051915,3.0
2021-07-12,025,B051915,1.0
2021-07-19,028,B051915,2.0
2021-07-26,124,B051915,2.0
2021-07-26,124,B051915,4.0
2021-07-26,028,B051915,1.0
2021-08-02,018,B051915,2.0
2021-08-02,011,B051915,3.0
2021-08-02,015,B051915,2.0
2021-08-09,023,B051915,2.0
2021-08-16,028,B051915,2.0
2021-08-16,025,B051915,2.0
2021-08-23,011,B051915,2.0
2021-08-30,025,B051915,1.0
2021-09-06,028,B051915,1.0
2021-09-20,124,B051915,1.0
2021-09-27,032,B051915,2.0
2021-09-27,011,B051915,1.0
2021-09-27,010,B051915,1.0
2021-10-04,023,B051915,1.0
2021-10-11,032,B051915,3.0
2021-10-18,028,B051915,1.0
2021-10-18,025,B051915,1.0
2021-10-18,015,B051915,1.0
2021-10-25,015,B051915,1.0
2021-10-25,202,B051915,2.0
2021-10-25,011,B051915,1.0
2021-10-25,025,B051915,2.0
2021-11-22,032,B051915,3.0
2021-11-22,015,B051915,1.0
2021-11-22,015,B051915,1.0
2021-11-22,007,B051915,1.0
2021-11-29,124,B051915,1.0
2021-12-13,032,B051915,3.0
2021-12-13,018,B051915,2.0
2021-12-20,032,B051915,1.0
2021-12-27,025,B051915,2.0
2021-12-27,019,B051915,1.0
2021-03-01,alm,B051916,2.0
2021-06-07,alm,B051916,2.0
2021-11-29,alm,B051916,2.0
2021-01-18,ALM,B051918,1.0
2021-01-25,026,B051918,1.0
2021-02-15,alm,B051918,1.0
2021-02-15,025,B051918,1.0
2021-02-22,alm,B051918,1.0
2021-02-22,003,B051918,1.0
2021-03-15,018,B051918,2.0
2021-03-22,018,B051918,1.0
2021-03-22,018,B051918,4.0
2021-04-05,025,B051918,1.0
2021-04-12,026,B051918,1.0
2021-04-12,alm,B051918,2.0
2021-04-19,alm,B051918,1.0
2021-04-19,003,B051918,1.0
2021-05-03,003,B051918,1.0
2021-05-03,122,B051918,1.0
2021-05-03,alm,B051918,1.0
2021-05-10,026,B051918,1.0
2021-05-17,alm,B051918,1.0
2021-05-17,202,B051918,1.0
2021-05-24,018,B051918,1.0
2021-05-24,026,B051918,1.0
2021-05-24,003,B051918,1.0
2021-05-24,alm,B051918,1.0
2021-05-31,026,B051918,3.0
2021-05-31,023,B051918,1.0
2021-06-07,018,B051918,2.0
2021-06-21,018,B051918,3.0
2021-06-28,026,B051918,1.0
2021-06-28,026,B051918,2.0
2021-06-28,025,B051918,1.0
2021-07-05,026,B051918,2.0
2021-07-05,010,B051918,1.0
2021-07-12,026,B051918,1.0
2021-07-12,025,B051918,1.0
2021-07-19,023,B051918,1.0
2021-07-26,023,B051918,1.0
2021-08-30,alm,B051918,1.0
2021-09-06,alm,B051918,1.0
2021-09-13,003,B051918,1.0
2021-09-27,alm,B051918,1.0
2021-10-18,alm,B051918,1.0
2021-11-29,025,B051918,1.0
2020-12-28,028,B051920,1.0
2021-01-04,018,B051920,1.0
2021-01-04,025,B051920,6.0
2021-01-04,019,B051920,3.0
2021-01-04,007,B051920,2.0
2021-01-11,023,B051920,2.0
2021-01-11,025,B051920,1.0
2021-01-18,015,B051920,3.0
2021-01-18,015,B051920,2.0
2021-01-18,011,B051920,4.0
2021-01-18,202,B051920,3.0
2021-01-18,025,B051920,3.0
2021-01-25,025,B051920,3.0
2021-01-25,018,B051920,3.0
2021-01-25,025,B051920,1.0
2021-01-25,018,B051920,1.0
2021-02-01,032,B051920,11.0
2021-02-01,032,B051920,1.0
2021-02-01,010,B051920,2.0
2021-02-01,028,B051920,2.0
2021-02-08,025,B051920,2.0
2021-02-15,025,B051920,1.0
2021-02-15,025,B051920,1.0
2021-02-15,025,B051920,1.0
2021-02-15,025,B051920,1.0
2021-02-15,025,B051920,1.0
2021-02-22,025,B051920,6.0
2021-02-22,025,B051920,1.0
2021-02-22,007,B051920,4.0
2021-02-22,007,B051920,2.0
2021-03-01,007,B051920,3.0
2021-03-01,alm,B051920,6.0
2021-03-01,025,B051920,3.0
2021-03-08,018,B051920,6.0
2021-03-08,019,B051920,2.0
2021-03-08,007,B051920,5.0
2021-03-15,alm,B051920,2.0
2021-03-15,025,B051920,2.0
2021-03-15,007,B051920,2.0
2021-03-15,025,B051920,2.0
2021-03-15,007,B051920,1.0
2021-03-15,025,B051920,1.0
2021-03-22,007,B051920,2.0
2021-03-22,023,B051920,3.0
2021-03-22,025,B051920,1.0
2021-03-22,010,B051920,1.0
2021-03-22,025,B051920,1.0
2021-03-22,007,B051920,2.0
2021-03-29,003,B051920,2.0
2021-03-29,007,B051920,1.0
2021-04-05,007,B051920,1.0
2021-04-05,007,B051920,1.0
2021-04-05,028,B051920,3.0
2021-04-12,007,B051920,1.0
2021-04-12,025,B051920,2.0
2021-04-12,007,B051920,1.0
2021-04-19,007,B051920,1.0
2021-04-19,122,B051920,3.0
2021-04-19,003,B051920,4.0
2021-04-26,007,B051920,4.0
2021-04-26,010,B051920,3.0
2021-04-26,028,B051920,3.0
2021-04-26,028,B051920,1.0
2021-04-26,003,B051920,2.0
2021-05-03,003,B051920,2.0
2021-05-03,028,B051920,2.0
2021-05-03,028,B051920,3.0
2021-05-03,025,B051920,3.0
2021-05-10,124,B051920,3.0
2021-05-10,025,B051920,5.0
2021-05-10,025,B051920,5.0
2021-05-17,028,B051920,4.0
2021-05-17,007,B051920,4.0
2021-05-17,alm,B051920,2.0
2021-05-17,007,B051920,2.0
2021-05-24,011,B051920,3.0
2021-05-24,011,B051920,2.0
2021-05-24,007,B051920,7.0
2021-05-24,007,B051920,1.0
2021-06-07,018,B051920,1.0
2021-06-07,010,B051920,3.0
2021-06-07,007,B051920,2.0
2021-06-07,025,B051920,2.0
2021-06-14,025,B051920,1.0
2021-06-14,010,B051920,2.0
2021-06-21,025,B051920,7.0
2021-06-21,025,B051920,2.0
2021-06-21,025,B051920,1.0
2021-06-28,007,B051920,2.0
2021-06-28,007,B051920,1.0
2021-06-28,015,B051920,2.0
2021-06-28,025,B051920,1.0
2021-07-05,124,B051920,1.0
2021-07-12,124,B051920,1.0
2021-07-12,018,B051920,6.0
2021-07-12,018,B051920,4.0
2021-07-12,025,B051920,4.0
2021-07-12,025,B051920,1.0
2021-07-19,007,B051920,1.0
2021-07-19,007,B051920,3.0
2021-07-19,124,B051920,1.0
2021-07-19,025,B051920,1.0
2021-07-19,028,B051920,2.0
2021-07-26,025,B051920,2.0
2021-07-26,ALM,B051920,3.0
2021-07-26,122,B051920,1.0
2021-08-02,025,B051920,3.0
2021-08-02,124,B051920,1.0
2021-08-02,025,B051920,1.0
2021-08-02,011,B051920,1.0
2021-08-09,028,B051920,2.0
2021-08-09,026,B051920,1.0
2021-08-09,007,B051920,2.0
2021-08-16,007,B051920,1.0
2021-08-16,023,B051920,1.0
2021-08-16,025,B051920,4.0
2021-08-23,010,B051920,4.0
2021-08-23,025,B051920,2.0
2021-08-23,010,B051920,1.0
2021-08-30,007,B051920,2.0
2021-08-30,025,B051920,1.0
2021-08-30,122,B051920,1.0
2021-09-06,003,B051920,1.0
2021-09-06,alm,B051920,1.0
2021-09-13,010,B051920,2.0
2021-09-13,025,B051920,1.0
2021-09-20,124,B051920,1.0
2021-09-20,007,B051920,2.0
2021-09-20,010,B051920,6.0
2021-09-27,202,B051920,4.0
2021-09-27,028,B051920,4.0
2021-09-27,018,B051920,2.0
2021-10-04,124,B051920,2.0
2021-10-11,025,B051920,3.0
2021-10-11,025,B051920,1.0
2021-10-11,007,B051920,2.0
2021-10-11,007,B051920,1.0
2021-10-18,007,B051920,1.0
2021-10-18,025,B051920,1.0
2021-10-18,003,B051920,2.0
2021-10-25,023,B051920,1.0
2021-10-25,011,B051920,2.0
2021-10-25,018,B051920,4.0
2021-10-25,122,B051920,5.0
2021-10-25,018,B051920,2.0
2021-11-01,028,B051920,4.0
2021-11-08,018,B051920,2.0
2021-11-08,025,B051920,1.0
2021-11-08,124,B051920,2.0
2021-11-08,025,B051920,2.0
2021-11-15,025,B051920,1.0
2021-11-22,032,B051920,1.0
2021-11-22,007,B051920,3.0
2021-11-22,007,B051920,1.0
2021-11-29,124,B051920,1.0
2021-11-29,025,B051920,2.0
2021-12-06,007,B051920,2.0
2021-12-06,028,B051920,4.0
2021-12-06,028,B051920,3.0
2021-12-13,alm,B051920,2.0
2021-12-13,018,B051920,3.0
2021-12-13,025,B051920,2.0
2021-12-20,124,B051920,1.0
2021-12-20,025,B051920,4.0
2021-12-20,025,B051920,2.0
2021-12-20,202,B051920,1.0
2021-12-27,025,B051920,12.0
2021-12-27,025,B051920,4.0
2021-12-27,019,B051920,3.0
2021-12-27,028,B051920,1.0
2021-02-01,025,B051921,2.0
2021-12-06,025,B051921,2.0
2021-01-18,ALM,B051923,1.0
2021-02-08,026,B051923,1.0
2021-02-15,015,B051923,1.0
2021-02-22,alm,B051923,1.0
2021-03-22,025,B051923,1.0
2021-03-22,026,B051923,1.0
2021-04-05,026,B051923,2.0
2021-04-12,023,B051923,2.0
2021-05-03,026,B051923,1.0
2021-05-10,026,B051923,1.0
2021-05-10,023,B051923,2.0
2021-05-10,025,B051923,1.0
2021-05-10,018,B051923,1.0
2021-05-17,026,B051923,3.0
2021-05-24,018,B051923,1.0
2021-05-24,003,B051923,2.0
2021-05-24,028,B051923,1.0
2021-05-24,alm,B051923,1.0
2021-05-31,023,B051923,1.0
2021-05-31,010,B051923,1.0
2021-06-07,alm,B051923,1.0
2021-06-14,003,B051923,1.0
2021-06-14,023,B051923,1.0
2021-06-14,003,B051923,2.0
2021-06-28,122,B051923,1.0
2021-07-05,alm,B051923,1.0
2021-07-05,025,B051923,2.0
2021-07-12,023,B051923,2.0
